,file_path,transcript
25458,data/mathwriting-2024/train/0f484b46fd7d3541.inkml,E(X)=\int_{\Omega}XdP
25459,data/mathwriting-2024/train/87de31f34161a1d4.inkml,i(t)=Ie^{-\frac{R}{L}t}
25460,data/mathwriting-2024/train/2e3db04b1b3a0675.inkml,\tilde{B}^{+}=W(\tilde{E}^{+})[1/p]
25461,data/mathwriting-2024/train/06748307178cc597.inkml,\rho_{c}=\frac{1}{\Delta\nu V}
25462,data/mathwriting-2024/train/8b9b37cf2fc2b774.inkml,E=\sum_{i=1}^{n}P_{i}ln1/P_{i}^{4}
25463,data/mathwriting-2024/train/9f3840d2f8d65fc5.inkml,(\begin{matrix}0&1\\ -1&0\\ \end{matrix})
25464,data/mathwriting-2024/train/17d8d514bf13521e.inkml,\tilde{\nu}=\tilde{\nu}_{vib}\pm BJ(J+1)
25465,data/mathwriting-2024/train/110f76a97fb66268.inkml,\hat{D_{B}}
25466,data/mathwriting-2024/train/23e6090c52cad3f7.inkml,"\frac{\partial f}{\partial y}(x,y)=0"
25467,data/mathwriting-2024/train/2892d0e256df6df9.inkml,w=(e^{t}-1)e^{\beta t}
25468,data/mathwriting-2024/train/75013c3b2c565f0f.inkml,\hat{f}(t)
25469,data/mathwriting-2024/train/d9d1b836644f1eb1.inkml,\frac{k^{\prime}}{\sqrt{1-\frac{k^{5}}{7}}}\ge1
25470,data/mathwriting-2024/train/7a08206d0eb06791.inkml,B_{\mu}+\tilde{B}_{\mu}=0
25471,data/mathwriting-2024/train/c07366fde902d288.inkml,"R_{1m},...,R_{Jm}"
25472,data/mathwriting-2024/train/5e5a79484c29bf33.inkml,B[\forall p(Bp\rightarrow BBp)]
25473,data/mathwriting-2024/train/881e023c735e86e5.inkml,x=ln(\frac{S}{K})
25474,data/mathwriting-2024/train/cce65b686483d78c.inkml,\frac{a+b^{n}}{n}=x
25475,data/mathwriting-2024/train/22e93741af8af4bf.inkml,"(X_{0},\tau_{0})\rightarrow(X_{1},\tau_{1})"
25476,data/mathwriting-2024/train/29c7abc39b57e435.inkml,\frac{dP}{P}=\frac{L}{R}\frac{dT}{T^{2}}
25477,data/mathwriting-2024/train/349f2efca9fd33bf.inkml,\mu^{T}x\mu=1
25478,data/mathwriting-2024/train/41b820b92272e4d0.inkml,\delta\int f(\frac{\phi}{c^{2}})ds=0
25479,data/mathwriting-2024/train/614a9e9a67315290.inkml,t_{m}=\frac{J_{m}}{D_{m}}
25480,data/mathwriting-2024/train/e67cbc9094f4cf2e.inkml,\int_{a}^{b}k(s)ds
25481,data/mathwriting-2024/train/b5f9bdf5ac2ba97b.inkml,\int ydA=0
25482,data/mathwriting-2024/train/5332803bad4b7e5d.inkml,[\begin{matrix}1&3\\ 2&6\end{matrix}]
25483,data/mathwriting-2024/train/c553a890575b5096.inkml,\sqrt{2}coshu
25484,data/mathwriting-2024/train/a50478e64762fc3b.inkml,3.75<\frac{L}{a}
25485,data/mathwriting-2024/train/c00d359af3441fbe.inkml,\hat{h}_{L}
25486,data/mathwriting-2024/train/6133bef7ebeece31.inkml,\tilde{O}(n^{2})
25487,data/mathwriting-2024/train/8819005dfc4beb6e.inkml,(Pf)^{\wedge}=Q\hat{f}
25488,data/mathwriting-2024/train/ea6f2827c89266c6.inkml,p=\prod_{i=1}^{n}p_{i}
25489,data/mathwriting-2024/train/5b1fb3fe350b28c3.inkml,"(0,1,2,3,4)"
25490,data/mathwriting-2024/train/c6c2844c5f9c7d33.inkml,X(\underline{k})
25491,data/mathwriting-2024/train/7b3bfdd9acd33008.inkml,F(x)=\int_{x}^{0}f(y)dy
25492,data/mathwriting-2024/train/d9c44d5f157dba6f.inkml,S_{n}=\frac{n(a_{1}+a_{n})}{2}
25493,data/mathwriting-2024/train/d9f6d67546a95e6d.inkml,M=(\begin{matrix}-i&i\\ exp(it)&exp(-it)\end{matrix})
25494,data/mathwriting-2024/train/81017c66bc00ab4e.inkml,x=\frac{4}{\sqrt{4+\frac{v^{2}}{c^{2}}}}\upsilon
25495,data/mathwriting-2024/train/457ae3479e23cf53.inkml,(\frac{86}{6}\cdot224)^{(\frac{193}{72})^{150}}
25496,data/mathwriting-2024/train/32e34a801d63aa84.inkml,\frac{\partial f}{\partial\overline{z}}
25497,data/mathwriting-2024/train/65b5d0cb4afd4afe.inkml,b=\frac{n+1}{2n}
25498,data/mathwriting-2024/train/9d0ce659c97a2a2f.inkml,E=\int_{0}^{T}S^{2}(t)dt
25499,data/mathwriting-2024/train/1ca6fdf882240c4e.inkml,\sigma=2\sqrt{3}
25500,data/mathwriting-2024/train/031a198b90246885.inkml,\int xe^{2x}dx
25501,data/mathwriting-2024/train/2720551412824466.inkml,\int_{0}^{t_{1}}E(t)dt
25502,data/mathwriting-2024/train/f0ae088142b01b49.inkml,\frac{1}{\sqrt{1-\frac{1}{\phi^{2}}}}
25503,data/mathwriting-2024/train/c054831b0f6f3ca0.inkml,\frac{\sqrt{5}}{2}
25504,data/mathwriting-2024/train/24f4f45c8bad8d84.inkml,\rho^{A}=Tr_{B}\rho
25505,data/mathwriting-2024/train/51ae7b9ffccd9c25.inkml,\frac{\partial n}{\partial t}=-\frac{\partial n}{\partial a}
25506,data/mathwriting-2024/train/6eaec8ee8fa70ca8.inkml,\vec{X}
25507,data/mathwriting-2024/train/d868cd2c884266a4.inkml,a(x)=\int f(x)dx
25508,data/mathwriting-2024/train/93f3da7c978299fb.inkml,\sqrt{12.746\times A_{m}}
25509,data/mathwriting-2024/train/7f79fe5c385daac7.inkml,\tilde{O}(log(n)^{7.5})
25510,data/mathwriting-2024/train/0223f8ad9d196d4f.inkml,V(x)=\frac{r}{|x|}
25511,data/mathwriting-2024/train/071ab6bc1efbe502.inkml,"\tilde{C}[0,1]"
25512,data/mathwriting-2024/train/c1ee1bed952b4553.inkml,\mu y=\int\mu q(x)dx
25513,data/mathwriting-2024/train/c6f05a1068e62ba4.inkml,\frac{34^{4}}{(4\cdot7)}
25514,data/mathwriting-2024/train/5cf4ad40ee2d5eda.inkml,exp_{a}^{e}(x)=a^{a^{+^{+^{a^{x}}}}}
25515,data/mathwriting-2024/train/35d61c59bed5e034.inkml,\omega_{c}=2\pi f_{c}=\frac{1}{RC}
25516,data/mathwriting-2024/train/1d705dcde0791be8.inkml,"u_{i}\in[\underline{u}_{i},\overline{u}_{i}]"
25517,data/mathwriting-2024/train/4b7808d9b2aa5ed7.inkml,P=(\begin{matrix}10\\ 1\end{matrix})\times0.01^{1}\times0.99^{9}
25518,data/mathwriting-2024/train/4ef35004f0147057.inkml,((339\cdot10)-2)^{\sqrt{358}^{7}}
25519,data/mathwriting-2024/train/ab3dec8baf337b30.inkml,Y=(\begin{matrix}-y&0\\ 0&y\end{matrix})
25520,data/mathwriting-2024/train/067e217199074e49.inkml,(\begin{matrix}X\\ k\end{matrix})
25521,data/mathwriting-2024/train/b175f40bf4353f4c.inkml,r\sqrt{d}
25522,data/mathwriting-2024/train/a3e184da0d011001.inkml,\hat{\mu}_{0}=34/3=11.33
25523,data/mathwriting-2024/train/fe7440f00edea1f1.inkml,Q=\int_{0}^{V}C(V)dV
25524,data/mathwriting-2024/train/092c9162d62a290f.inkml,\tilde{\theta}
25525,data/mathwriting-2024/train/5450ec89d7bb4621.inkml,\delta=\delta_{S}=1+\sqrt{2}
25526,data/mathwriting-2024/train/9ee1d1f46d7b1070.inkml,\int\frac{dC}{1-C^{2}}
25527,data/mathwriting-2024/train/6dea7be95d9d1768.inkml,\frac{e}{pq}=\frac{k}{dg}(1-\delta)
25528,data/mathwriting-2024/train/e7df91cfb98aa137.inkml,f^{b^{c^{-^{-^{-}}}}}
25529,data/mathwriting-2024/train/cda3600bee2f5191.inkml,d\hat{A}
25530,data/mathwriting-2024/train/5d1797855d96fb3d.inkml,\frac{(287\cdot\sqrt{207})^{8}}{(122+155)}
25531,data/mathwriting-2024/train/369c54046901f146.inkml,(2+20)^{\frac{\sqrt{9}^{10}}{\sqrt{8}}}
25532,data/mathwriting-2024/train/3b66e7e8f11fad35.inkml,T(w)=2^{2^{n}}
25533,data/mathwriting-2024/train/8940318ed2ece5fc.inkml,t_{0}=t_{f}\sqrt{1-\frac{2GM}{rc^{2}}}
25534,data/mathwriting-2024/train/6935e08f35fa36ee.inkml,(\begin{matrix}n\\ 0.51n\end{matrix})
25535,data/mathwriting-2024/train/e230f146923928a5.inkml,\frac{\partial c}{\partial z}
25536,data/mathwriting-2024/train/ab39719396cbe506.inkml,cos\alpha=\frac{1-tan^{2}\frac{\alpha}{2}}{1+tan^{2}\frac{\alpha}{2}}
25537,data/mathwriting-2024/train/4910dc7ccaddf28d.inkml,3^{11}=177147
25538,data/mathwriting-2024/train/98e39ed0b43042bd.inkml,\frac{a_{1}}{a_{2}}=\frac{m_{1}}{m_{2}}
25539,data/mathwriting-2024/train/89dbab1d977e21f6.inkml,\frac{\frac{\frac{9}{3}}{95}}{(1^{2}\cdot281)}
25540,data/mathwriting-2024/train/6eadae5da42a08b0.inkml,\frac{\partial L}{\partial x}=0
25541,data/mathwriting-2024/train/78db3231db0681d5.inkml,\frac{dx}{dt}=r\pm x^{2}
25542,data/mathwriting-2024/train/00711fb14af5f0d6.inkml,(\frac{386}{\sqrt{307}})^{6}\cdot363^{9}+404
25543,data/mathwriting-2024/train/5d8a29c7018baf94.inkml,S=-mc\int ds
25544,data/mathwriting-2024/train/b6a00fafe6834270.inkml,x=\sqrt[4]{5}=5^{1/4}
25545,data/mathwriting-2024/train/a3736be5f4e15915.inkml,S\notin W
25546,data/mathwriting-2024/train/3e8bdde79ad5f583.inkml,\hat{\mu}=\frac{\sum_{i=1}^{N}k_{i}}{\sum_{i=1}^{N}n_{i}}
25547,data/mathwriting-2024/train/82f0d381fb69c7b6.inkml,"\hat{\theta}\in[0,\pi]"
25548,data/mathwriting-2024/train/a506bcc3ffb43a07.inkml,\frac{cosh(x\alpha)-1-\alpha y}{\alpha}
25549,data/mathwriting-2024/train/0fcb3c3f19550027.inkml,\alpha=\sum_{m=1}^{\infty}p_{m}r^{-m^{2}}
25550,data/mathwriting-2024/train/05c5bc6db1b96ae8.inkml,\frac{dP(r)}{dr}
25551,data/mathwriting-2024/train/d7a3212e85b457ac.inkml,\frac{d}{d\theta}tan\theta=sec^{2}\theta
25552,data/mathwriting-2024/train/3ba8854ad660de48.inkml,(\begin{matrix}0&-i\\ i&0\end{matrix})
25553,data/mathwriting-2024/train/a84e7f153c79ad13.inkml,\gamma=\frac{Pl}{\pi r(l-2r)}
25554,data/mathwriting-2024/train/ca7a2fac9a3851db.inkml,G=erf(\frac{\sigma}{2})
25555,data/mathwriting-2024/train/da8bff5e32aee12f.inkml,(\begin{matrix}p\\ k\end{matrix})
25556,data/mathwriting-2024/train/e23b4dc819a0e8e3.inkml,\sqrt{\frac{12}{35}}
25557,data/mathwriting-2024/train/b0628ff9d6b668dd.inkml,-\frac{8}{5}
25558,data/mathwriting-2024/train/22c706e3696dd335.inkml,T=\frac{\partial U}{\partial S}
25559,data/mathwriting-2024/train/6d99b941f42133fb.inkml,x^{-}=\frac{t-x}{\sqrt{2}}
25560,data/mathwriting-2024/train/f8500e7314d49996.inkml,kT=\frac{GM\overline{m}}{3R}
25561,data/mathwriting-2024/train/d76f940278f5535a.inkml,a^{a^{-^{-^{a^{a}}}}}
25562,data/mathwriting-2024/train/97748782f33a087a.inkml,"[x_{i-\frac{1}{2}},x_{i+\frac{1}{2}}]"
25563,data/mathwriting-2024/train/b9789a456ab12029.inkml,\sqrt{\pi}
25564,data/mathwriting-2024/train/43d42fc18797c3df.inkml,\sqrt{f}
25565,data/mathwriting-2024/train/2b80c1a26594a630.inkml,lim_{v\rightarrow\infty}v^{-1}=0
25566,data/mathwriting-2024/train/a5cbd32368419659.inkml,[N]:(Z_{2})^{2n}\rightarrow[\Pi^{n}]
25567,data/mathwriting-2024/train/c219ba7e9ad8a12b.inkml,2rsin\frac{\theta}{2}
25568,data/mathwriting-2024/train/28f3d82a1d163809.inkml,\alpha=-\frac{log\frac{\Upsilon_{\varsigma_{0}}}{\Upsilon_{\varsigma_{2}}}}{log\frac{\varsigma_{0}}{\varsigma_{2}}}
25569,data/mathwriting-2024/train/f4e47df847b4f726.inkml,d_{\zeta^{\eta}}
25570,data/mathwriting-2024/train/a94c70254f3ce775.inkml,Q=\int_{V}j^{0}dV
25571,data/mathwriting-2024/train/55e26af4d0590868.inkml,(\begin{matrix}n\\ k\end{matrix})=0
25572,data/mathwriting-2024/train/64344d413ccae649.inkml,\Rightarrow c=\frac{d}{2\varphi}
25573,data/mathwriting-2024/train/4a225829ee7098a5.inkml,\tilde{r}_{E}
25574,data/mathwriting-2024/train/b752b342650a3797.inkml,\frac{360}{3}-123\cdot128
25575,data/mathwriting-2024/train/6c8a44a2de804a3b.inkml,\frac{2f_{H}}{n}\le f_{s}\le\frac{2f_{L}}{n-1}
25576,data/mathwriting-2024/train/3a5cacc373518464.inkml,\frac{d}{dx}(y)
25577,data/mathwriting-2024/train/b7bd7b73ac2265c3.inkml,[\begin{matrix}0&0\\ 1&-1\end{matrix}]
25578,data/mathwriting-2024/train/ace41a0d59aba5bf.inkml,||X^{\top}(Y-X\beta)||_{\infty}
25579,data/mathwriting-2024/train/bf35f8459e5717cf.inkml,(6-228\cdot{232^{193}}^{10})
25580,data/mathwriting-2024/train/c67b74ec747fea57.inkml,(\begin{matrix}p\\ 1\end{matrix})
25581,data/mathwriting-2024/train/f55c4a5c86f76854.inkml,(\begin{matrix}\alpha&\beta\\ \overline{\beta}&\overline{\alpha}\end{matrix})
25582,data/mathwriting-2024/train/133402c9c3d37b4f.inkml,\tilde{c}(\Pi)=(-1)^{k-l}c(\Pi)
25583,data/mathwriting-2024/train/2bc96392d48e1f04.inkml,\tilde{t}
25584,data/mathwriting-2024/train/8d3d811d8c3fad05.inkml,a^{a^{-^{-^{a^{a}}}}}
25585,data/mathwriting-2024/train/98431c0ba6391229.inkml,\underline{P}(Cl_{t}^{\le})
25586,data/mathwriting-2024/train/45e6bbd383c8d667.inkml,P=\frac{R^{2}}{2D})
25587,data/mathwriting-2024/train/52889e1427e62d33.inkml,\sqrt{s}
25588,data/mathwriting-2024/train/998d39b8ad00e94d.inkml,\frac{\sqrt{24n+1}+1}{2}
25589,data/mathwriting-2024/train/c07dbe9b3930c573.inkml,\frac{10}{340}/(460+\sqrt{492})
25590,data/mathwriting-2024/train/3368b8c7c7ad3340.inkml,"A^{B}=Hom(B,A)"
25591,data/mathwriting-2024/train/446401846abbafa8.inkml,\tilde{\beta}
25592,data/mathwriting-2024/train/aa42040926e30306.inkml,[\begin{matrix}0\\ 1\end{matrix}]
25593,data/mathwriting-2024/train/b2b73901492fb1aa.inkml,\sqrt{x^{2}+\epsilon^{2}}
25594,data/mathwriting-2024/train/0dbd89f5bda597f5.inkml,\frac{\frac{4}{60}}{1}-1^{3}\cdot395
25595,data/mathwriting-2024/train/6db355d1827b65e2.inkml,(\begin{matrix}2&-4\\ -1&2\end{matrix})
25596,data/mathwriting-2024/train/1e7c21353cbd11d3.inkml,(\begin{matrix}t\\ k\end{matrix})
25597,data/mathwriting-2024/train/a9d73636b079193a.inkml,\Gamma=\frac{Z_{2}/Z_{1}-1}{Z_{2}/Z_{1}+1}
25598,data/mathwriting-2024/train/3ac41bb35fdaa870.inkml,n^{1.1}
25599,data/mathwriting-2024/train/a628ea4e6660140d.inkml,p=\frac{mr}{\sqrt{6\cdot\frac{r^{2}}{t^{2}}}}
25600,data/mathwriting-2024/train/2ce64494663fd63f.inkml,(\begin{matrix}n\\ m\end{matrix})
25601,data/mathwriting-2024/train/42ea0860b7a7aefc.inkml,\tilde{B}_{8}
25602,data/mathwriting-2024/train/827f68270fc01fef.inkml,\frac{dr}{dt}
25603,data/mathwriting-2024/train/eba9f39d79b65606.inkml,\rho=1-\frac{c}{T}
25604,data/mathwriting-2024/train/6393afd7edecbca1.inkml,\int_{a}^{b}f(x)dx
25605,data/mathwriting-2024/train/b8bfdf8535786119.inkml,\frac{Q}{2C}=\frac{V}{2}
25606,data/mathwriting-2024/train/63ee3a13fb434798.inkml,\overline{\psi}
25607,data/mathwriting-2024/train/f060d6045966f047.inkml,"|\langle R_{n},g_{\gamma_{n}}\rangle|"
25608,data/mathwriting-2024/train/8fd57f8b7e3383aa.inkml,\sqrt{1}-\sqrt{7}^{\frac{312^{1}}{9}}
25609,data/mathwriting-2024/train/86e8d607c467dbe9.inkml,C_{i}=C_{j}
25610,data/mathwriting-2024/train/a8882d9c70cbf604.inkml,{i^{y}}^{2}
25611,data/mathwriting-2024/train/2a3cdb4e24356068.inkml,\frac{1}{4}\pi^{2}-\pi iln2
25612,data/mathwriting-2024/train/fe8954fea03335ac.inkml,L_{s}=\hbar\sqrt{2}
25613,data/mathwriting-2024/train/0d4185811cf527ae.inkml,"p^{R(p,n)}\le2n"
25614,data/mathwriting-2024/train/74a87aa412192849.inkml,sin\alpha=(k\times n)\cdot N
25615,data/mathwriting-2024/train/6e3409941f025eaa.inkml,\sqrt{\nu}
25616,data/mathwriting-2024/train/c1c8515409e02919.inkml,\hat{m}
25617,data/mathwriting-2024/train/e814457e74900f8e.inkml,y\in y\iff y\notin y
25618,data/mathwriting-2024/train/ea10b6beb6d2bdf8.inkml,\frac{dS}{dt}=\frac{\dot{Q}}{T}+\dot{S}+\dot{S}_{i}
25619,data/mathwriting-2024/train/85106bd70803e799.inkml,\lambda_{i}=\frac{2L}{n_{i}}
25620,data/mathwriting-2024/train/d6210f6988cc7290.inkml,\iint_{S}FdS
25621,data/mathwriting-2024/train/54f681a789046062.inkml,G(t_{n};\frac{1}{2})=\sum_{n=1}^{\infty}\frac{t_{n}}{2^{n}}
25622,data/mathwriting-2024/train/deb1430cc6ce8ff9.inkml,(log\lambda)\sqrt{\frac{nd}{4}}
25623,data/mathwriting-2024/train/3edbf09e0d4ed0b6.inkml,MA=\frac{T_{B}}{T_{A}}=R
25624,data/mathwriting-2024/train/4924f3c0039a5760.inkml,\frac{\partial h}{\partial z_{i}^{+}}
25625,data/mathwriting-2024/train/b8e7d355a2292b64.inkml,F=\frac{1}{4\pi\epsilon_{0}}\frac{q_{1}q_{2}}{r^{2}}\hat{r}
25626,data/mathwriting-2024/train/5161f6a597c6a5dc.inkml,k=\frac{y^{\prime\prime}}{(1+y^{\prime2})^{3/2}}
25627,data/mathwriting-2024/train/d3b5531d10ed8dcc.inkml,\int_{-\infty}^{x_{p}}\phi(x)dx
25628,data/mathwriting-2024/train/fc93348f52aa531b.inkml,4^{-N}(\begin{matrix}2N\\ N\end{matrix})\approx\frac{1}{\sqrt{\pi N}}
25629,data/mathwriting-2024/train/7580b30370741bee.inkml,ln(n!)=\sum_{j=1}^{n}ln(j)
25630,data/mathwriting-2024/train/fce7d1ba2b58c03d.inkml,\chi(\tilde{M})=k\cdot\chi(M).
25631,data/mathwriting-2024/train/802581975b9ab015.inkml,\frac{\partial^{2}z}{\partial x^{2}}
25632,data/mathwriting-2024/train/0acbc3af47db1ded.inkml,S=\int Ldx_{3}
25633,data/mathwriting-2024/train/1981f4c716762e44.inkml,\lfloor\frac{2}{2-(r-1)^{2}}\rfloor
25634,data/mathwriting-2024/train/23698e546070aae1.inkml,\frac{4\cdot\pi}{3}
25635,data/mathwriting-2024/train/c667c92489e061e9.inkml,Q_{j}=-\frac{\partial V}{\partial q_{j}}
25636,data/mathwriting-2024/train/8f057a325309da25.inkml,\nabla\cdot E=\frac{\rho}{\epsilon_{0}}
25637,data/mathwriting-2024/train/85d4adf94e24a7fb.inkml,T=\frac{mc^{2}}{\sqrt{6+\frac{b^{2}}{c^{2}}}}
25638,data/mathwriting-2024/train/f7315502f4b8a39f.inkml,\hat{x}_{1}
25639,data/mathwriting-2024/train/4f665830cd8bcb64.inkml,y_{c}=\frac{27}{32}(\frac{Q^{2}a}{g})
25640,data/mathwriting-2024/train/460595d3d16c96f3.inkml,(1-\Delta)^{-\alpha/2}f(x)
25641,data/mathwriting-2024/train/f595bf740841b200.inkml,\frac{\sqrt{2}}{\sqrt{3}}
25642,data/mathwriting-2024/train/1a558f21d1ab2130.inkml,"\tilde{P}(X_{1},...,X_{n-1})"
25643,data/mathwriting-2024/train/6acc15f5788f4927.inkml,t^{\prime}=\gamma(t-\frac{v}{c^{2}}x)
25644,data/mathwriting-2024/train/dba6b4593371e9c5.inkml,"\forall i:X_{i}\in[1,\infty]"
25645,data/mathwriting-2024/train/1b76e6fcd4114956.inkml,\Gamma(-\frac{5}{2})
25646,data/mathwriting-2024/train/1443337a2fadc4d5.inkml,\kappa h=\frac{2\pi}{\lambda}h
25647,data/mathwriting-2024/train/78ca9bb3a44a9683.inkml,"\overline{t}\in[0,(l-1)/2]"
25648,data/mathwriting-2024/train/1cdab02c1578bff8.inkml,[\begin{matrix}a\\ b\\ c\end{matrix}]
25649,data/mathwriting-2024/train/3ac7ed37935c496c.inkml,[\begin{matrix}-sint\\ cost\end{matrix}]
25650,data/mathwriting-2024/train/94f4ed6e9f352ada.inkml,"u=0,y=\pm\frac{D}{2}(8)"
25651,data/mathwriting-2024/train/5b22e70506597be5.inkml,A:x\mapsto2\sqrt{x}
25652,data/mathwriting-2024/train/5d4273696b2559a2.inkml,n^{-\frac{1}{8}(\frac{log\frac{d}{d_{0}}}{log\Pi})^{8}}
25653,data/mathwriting-2024/train/5c5df74c1ddcde0c.inkml,\sqrt[n]{x^{m}}=a
25654,data/mathwriting-2024/train/2cc39c8ac64b9018.inkml,d\nu(x)\equiv\frac{1}{\pi}d^{2}\alpha
25655,data/mathwriting-2024/train/09bcdb1597cd1f18.inkml,1*1=1
25656,data/mathwriting-2024/train/223f47991d2bcb39.inkml,\gamma=\frac{0}{\sqrt{0+\frac{e^{2}}{c^{2}}}}
25657,data/mathwriting-2024/train/d24fbd55373e841b.inkml,2r(X)+r^{\prime}(\sqrt{X})
25658,data/mathwriting-2024/train/da9d0aae3a111963.inkml,\frac{\frac{\sqrt{299}^{170}}{89}}{\frac{8}{376}-1}
25659,data/mathwriting-2024/train/66b36ad7b783d063.inkml,2^{N_{d}/2}/2
25660,data/mathwriting-2024/train/5fd263f8d9117e76.inkml,6x-\frac{2}{7x^{3}}
25661,data/mathwriting-2024/train/b5986dae6a170108.inkml,y
25662,data/mathwriting-2024/train/afe7bc3baed27125.inkml,\tilde{\delta}
25663,data/mathwriting-2024/train/95aeebabfd331503.inkml,L=\theta^{\circ}\cdot r\cdot\frac{\pi}{180}
25664,data/mathwriting-2024/train/c730e9621a873a9a.inkml,{30-\sqrt{8}^{1}}^{479-401^{10}}
25665,data/mathwriting-2024/train/d1bcf7bc6261ce68.inkml,\sqrt{\Psi}
25666,data/mathwriting-2024/train/d954973234ff629b.inkml,[z(j\omega)]
25667,data/mathwriting-2024/train/c2632022356c1e76.inkml,x=Re(z)=\frac{z+\overline{z}}{2}
25668,data/mathwriting-2024/train/2e5a8180a080150c.inkml,\frac{\partial^{2}z}{\partial t^{2}}
25669,data/mathwriting-2024/train/4eb2d1caf1db0285.inkml,f(x)=e^{\frac{1}{x^{2}}}
25670,data/mathwriting-2024/train/229d6fc389d513c8.inkml,\hat{f}^{c}
25671,data/mathwriting-2024/train/f6e59252e8503c2e.inkml,V(t)=M(q(t))I(t)
25672,data/mathwriting-2024/train/076fd56014d52278.inkml,v\notin N(T\backslash S)
25673,data/mathwriting-2024/train/d80a060ccfd230d5.inkml,4-145^{\frac{\sqrt{335}}{1}}
25674,data/mathwriting-2024/train/8163ac62bc276732.inkml,\frac{\frac{4-5}{341}}{\frac{\frac{62}{5}}{4}}
25675,data/mathwriting-2024/train/3c077c30204f9933.inkml,\frac{y_{1}+y_{2}}{2}
25676,data/mathwriting-2024/train/036408d9dcdfb80f.inkml,(\begin{matrix}i&0\\ i&-i\end{matrix})
25677,data/mathwriting-2024/train/b459e6af162a436b.inkml,\sigma=\frac{\Delta\rho\omega^{2}}{4}R^{3}
25678,data/mathwriting-2024/train/e398430aa3707a16.inkml,v_{i}=(\frac{R_{i}}{R_{0}})^{-6}
25679,data/mathwriting-2024/train/3795e804f23b61b1.inkml,\frac{(\frac{493}{8})^{470}}{\frac{31}{4}}
25680,data/mathwriting-2024/train/6f98132e0667b92c.inkml,"u^{T}v=\langle u,v\rangle"
25681,data/mathwriting-2024/train/d8ee0bd3c12458c1.inkml,\infty\notin A
25682,data/mathwriting-2024/train/ad8f10fc19700ace.inkml,\int_{a}^{b}\frac{sint}{t}dt
25683,data/mathwriting-2024/train/d823b8ab74086f5a.inkml,ln(-\frac{2}{\eta})
25684,data/mathwriting-2024/train/64a4c5bb36624d1a.inkml,\sqrt{\frac{1}{126}}
25685,data/mathwriting-2024/train/030a05ed3227616b.inkml,\frac{dF}{dx}=\frac{e}{\epsilon\epsilon_{0}}(n-n_{a})
25686,data/mathwriting-2024/train/d0593f253f19e15e.inkml,\Phi(T)=[T]_{\beta}^{\gamma}
25687,data/mathwriting-2024/train/e0a45a32805cea47.inkml,r\{\begin{matrix}5\\ 3\end{matrix}\}
25688,data/mathwriting-2024/train/ec095384ecce7bbb.inkml,"c^{\prime}(x^{\prime},t^{\prime})=c(x,t)"
25689,data/mathwriting-2024/train/8dd442eaed324e17.inkml,\sqrt{6}
25690,data/mathwriting-2024/train/3c5431ec5d222f65.inkml,p(Z|X)
25691,data/mathwriting-2024/train/2be0fa6787210801.inkml,-(1+log(-x^{*}))
25692,data/mathwriting-2024/train/3c66a20082b7acdd.inkml,s\{\begin{matrix}2\\ 6\end{matrix}\}
25693,data/mathwriting-2024/train/c5779d1974d2c230.inkml,"Hom_{R}(H_{m}^{d}(-),E)"
25694,data/mathwriting-2024/train/2c350ab9cfff5a43.inkml,\neg M\neg\underline{A}
25695,data/mathwriting-2024/train/299a9b85f59314ab.inkml,-\frac{\pi}{2}\le y\le\frac{\pi}{2}
25696,data/mathwriting-2024/train/da19f8efb5784b22.inkml,\langle m|H(x^{\mu})|n\rangle
25697,data/mathwriting-2024/train/07644b968f5f5a18.inkml,\int_{0}^{1}3x^{2}+2x+5dt
25698,data/mathwriting-2024/train/6c533b1a46e9e791.inkml,"M\times\{0,1\}/\sim"
25699,data/mathwriting-2024/train/888d06ba18c2f15b.inkml,v=\prod_{k/2+1}^{k}p_{i}
25700,data/mathwriting-2024/train/52ab3ddb6359ce6e.inkml,\frac{dy}{dx}=y^{3}-y
25701,data/mathwriting-2024/train/2ccb2c7b1a2d58e5.inkml,\frac{458}{496}/475^{245}
25702,data/mathwriting-2024/train/5025252882d7f961.inkml,\int_{c}^{d}f(x)dx
25703,data/mathwriting-2024/train/cdcf2db3b7515e55.inkml,\frac{q(i-1)-1}{(i-1)(qi-1)}
25704,data/mathwriting-2024/train/0eeaa5ff503eb4ef.inkml,W=\int Fdr
25705,data/mathwriting-2024/train/7db4f52b83992760.inkml,\frac{9}{4}-218+1^{7}
25706,data/mathwriting-2024/train/5d742bc950b75e2d.inkml,\frac{dS}{dz}=0
25707,data/mathwriting-2024/train/faf47007de2792b0.inkml,\frac{m}{\sqrt{9\cdot\frac{v^{2}}{e^{2}}}}
25708,data/mathwriting-2024/train/c18d7691a4a2da80.inkml,\frac{1}{n+a}-\frac{1}{n+b}
25709,data/mathwriting-2024/train/85e82b91fea4874d.inkml,c_{3}=\frac{1-\sqrt{3}}{4\sqrt{2}}
25710,data/mathwriting-2024/train/dbc4979e6846d369.inkml,h(x)-h(y)=0
25711,data/mathwriting-2024/train/3792b29ba3e81c50.inkml,\partial
25712,data/mathwriting-2024/train/b96b4dca4cce45d0.inkml,\int fdx
25713,data/mathwriting-2024/train/d125fd12a2f0e3c3.inkml,F_{i}=\frac{q_{i}}{\sum_{j}q_{j}x_{j}}
